city,date,tmax,tmin,tavg
xiangyang,1981/7/13,95,77,85
xiangyang,1981/7/14,90,78,84
xiangyang,1981/7/15,83,71,75
xiangyang,1981/7/16,87,73,80
xiangyang,1981/7/17,94,75,82
xiangyang,1981/7/18,99,76,86
xiangyang,1981/7/19,98,79,89
xiangyang,1981/7/20,97,80,88
xiangyang,1981/7/21,96,76,86
xiangyang,1981/7/22,99,80,89
xiangyang,1981/7/23,97,78,88
xiangyang,1981/7/24,98,78,87
xiangyang,1981/7/25,89,75,81
xiangyang,1981/7/26,97,74,85
xiangyang,1981/7/27,101,78,88
xiangyang,1981/7/28,101,80,89
xiangyang,1981/7/29,100,80,88
xiangyang,1981/7/30,99,80,88
xiangyang,1981/7/31,97,80,86
xiangyang,1981/8/1,99,80,88
xiangyang,1981/8/2,100,81,89
xiangyang,1981/8/3,100,80,89
xiangyang,1981/8/4,100,81,87
xiangyang,1981/8/5,85,74,77
xiangyang,1981/8/6,97,78,85
xiangyang,1981/8/7,100,81,87
xiangyang,1981/8/8,98,78,84
xiangyang,1981/8/9,91,78,83
xiangyang,1981/8/10,87,74,77
xiangyang,1981/8/11,86,72,77
xiangyang,1981/8/12,87,71,78
xiangyang,1981/8/13,84,75,78
xiangyang,1981/8/14,87,75,81
xiangyang,1981/8/15,92,78,84
xiangyang,1981/8/16,97,80,87
xiangyang,1981/8/17,89,78,81
xiangyang,1981/8/18,84,78,80
xiangyang,1981/8/19,93,76,83
xiangyang,1981/8/20,91,80,84
xiangyang,1981/8/21,88,75,81
xiangyang,1981/8/22,80,71,74
xiangyang,1981/8/23,73,70,72
xiangyang,1981/8/24,74,69,72
xiangyang,1981/8/25,84,71,76
xiangyang,1981/8/26,89,69,79
xiangyang,1981/8/27,90,68,78
xiangyang,1981/8/28,89,69,78
xiangyang,1981/8/29,82,74,76
xiangyang,1981/8/30,85,71,77
xiangyang,1981/8/31,90,72,80
xiangyang,1981/9/1,90,74,81
xiangyang,1981/9/2,90,73,80
xiangyang,1981/9/3,87,72,78
xiangyang,1981/9/4,81,73,76
xiangyang,1981/9/5,85,72,77
xiangyang,1981/9/6,85,72,77
xiangyang,1981/9/7,82,69,75
xiangyang,1981/9/8,76,66,69
xiangyang,1981/9/9,72,64,68
xiangyang,1981/9/10,68,63,64
xiangyang,1981/9/11,68,62,65
xiangyang,1981/9/12,73,63,67
xiangyang,1981/9/13,68,63,65
xiangyang,1981/9/14,73,60,65
xiangyang,1981/9/15,80,57,68
xiangyang,1981/9/16,78,60,68
xiangyang,1981/9/17,78,59,68
xiangyang,1981/9/18,86,60,71
xiangyang,1981/9/19,88,62,74
xiangyang,1981/9/20,85,65,74
xiangyang,1981/9/21,89,64,75
xiangyang,1981/9/22,85,61,72
xiangyang,1981/9/23,86,62,74
xiangyang,1981/9/24,87,69,76
xiangyang,1981/9/25,88,65,74
xiangyang,1981/9/26,89,65,74
xiangyang,1981/9/27,87,64,72
xiangyang,1981/9/28,65,53,55
xiangyang,1981/9/29,55,50,53
xiangyang,1981/9/30,60,55,57
xiangyang,1981/10/1,70,59,63
xiangyang,1981/10/2,65,57,62
xiangyang,1981/10/3,58,53,55
xiangyang,1981/10/4,67,56,61
xiangyang,1981/10/5,64,57,59
xiangyang,1981/10/6,62,53,57
xiangyang,1981/10/7,72,57,62
xiangyang,1981/10/8,65,53,58
xiangyang,1981/10/9,68,47,55
xiangyang,1981/10/10,67,45,55
xiangyang,1981/10/11,72,54,61
xiangyang,1981/10/12,76,50,62
xiangyang,1981/10/13,74,54,63
xiangyang,1981/10/14,66,56,59
xiangyang,1981/10/15,59,55,57
xiangyang,1981/10/16,65,54,58
xiangyang,1981/10/17,66,58,62
xiangyang,1981/10/18,66,58,62
xiangyang,1981/10/19,62,56,58
xiangyang,1981/10/20,59,55,57
xiangyang,1981/10/21,61,54,57
xiangyang,1981/10/22,61,51,54
xiangyang,1981/10/23,61,47,51
xiangyang,1981/10/24,68,35,50
xiangyang,1981/10/25,69,38,51
xiangyang,1981/10/26,58,41,51
xiangyang,1981/10/27,57,52,53
xiangyang,1981/10/28,70,49,57
xiangyang,1981/10/29,71,41,54
xiangyang,1981/10/30,67,45,55
xiangyang,1981/10/31,61,51,54
xiangyang,1981/11/1,54,45,48
xiangyang,1981/11/2,65,41,51
xiangyang,1981/11/3,56,51,54
xiangyang,1981/11/4,55,44,47
xiangyang,1981/11/5,45,41,43
xiangyang,1981/11/6,44,42,43
xiangyang,1981/11/7,45,40,43
xiangyang,1981/11/8,53,38,44
xiangyang,1981/11/9,59,32,44
xiangyang,1981/11/10,63,32,46
xiangyang,1981/11/11,54,40,47
xiangyang,1981/11/12,61,41,50
xiangyang,1981/11/13,67,38,49
xiangyang,1981/11/14,58,41,50
xiangyang,1981/11/15,69,47,56
xiangyang,1981/11/16,70,39,51
xiangyang,1981/11/17,52,36,42
xiangyang,1981/11/18,54,34,42
xiangyang,1981/11/19,58,44,51
xiangyang,1981/11/20,58,46,53
xiangyang,1981/11/21,54,45,48
xiangyang,1981/11/22,47,44,45
xiangyang,1981/11/23,52,44,47
xiangyang,1981/11/24,49,41,44
xiangyang,1981/11/25,45,39,42
xiangyang,1981/11/26,47,38,44
